4.61672	2.37147	10.009109
4.57597	2.37147	10.002215
4.59793	2.37147	10.008656
4.59582	2.37147	10.000153
4.57511	2.37147	10.001664
1.09041	0.79049	10.150972
1.13119	0.79049	10.157901
1.10919	0.79049	10.151462
1.11133	0.79049	10.159891
1.13201	0.79049	10.158378
0.47648	2.37147	11.927354
0.47441	2.37147	11.787410
0.48435	2.37147	11.772916
3.30477	0.79049	11.505094
3.29280	0.79049	11.343838
3.30240	0.79049	11.351809
2.40236	2.37147	8.654961
2.41435	2.37147	8.816259
2.40473	2.37147	8.808268
5.23069	0.79049	8.232718
5.23275	0.79049	8.372615
5.22281	0.79049	8.387113
4.61672	2.37147	10.009109
4.57597	2.37147	10.002212
4.59793	2.37147	10.008657
4.59582	2.37147	10.000151
4.57511	2.37147	10.001664
1.09041	0.79049	10.150972
1.13120	0.79049	10.157906
1.10919	0.79049	10.151461
1.11133	0.79049	10.159893
1.13201	0.79049	10.158379
0.47648	2.37147	11.927352
0.47442	2.37147	11.787411
0.48435	2.37147	11.772915
3.30477	0.79049	11.505093
3.29281	0.79049	11.343837
3.30239	0.79049	11.351809
2.40236	2.37147	8.654962
2.41434	2.37147	8.816261
2.40473	2.37147	8.808268
5.23068	0.79049	8.232721
5.23274	0.79049	8.372614
5.22281	0.79049	8.387113
